14;   43049.3;  ; 1; 9; 1517544445
15;   43081.4;  ; 2; 9; 1517544465
16;   42580.5;  ; 3; 9; 1517544485
17;   42946.2;  ; 4; 9; 1517544505
16;   43299.8;  ; 5; 9; 1517544485
17;   42030.7;  ; 6; 9; 1517544505
17;   42120.9;  ; 7; 9; 1517544505
